date,home_team,away_team,home_score,away_score,tournament,city,country,neutral,mes,año,resultado,oponente,partidos_previos,porcentaje_ganado
1938-08-08,Bolivia,Ecuador,1,1,Bolivarian Games,Bogotá,Colombia,True,8,1938,empata,Bolivia,0,0.5
1938-08-10,Colombia,Ecuador,1,2,Bolivarian Games,Bogotá,Colombia,False,8,1938,gana,Colombia,0,0.5
1938-08-11,Ecuador,Peru,1,9,Bolivarian Games,Bogotá,Colombia,True,8,1938,pierde,Peru,0,0.5
1938-08-19,Ecuador,Venezuela,5,2,Bolivarian Games,Bogotá,Colombia,True,8,1938,gana,Venezuela,0,0.5
1938-08-22,Bolivia,Ecuador,2,1,Bolivarian Games,Bogotá,Colombia,True,8,1938,pierde,Bolivia,1,0.0
1939-01-15,Peru,Ecuador,5,2,Copa América,Lima,Peru,False,1,1939,pierde,Peru,1,0.0
1939-01-22,Ecuador,Uruguay,0,6,Copa América,Lima,Peru,True,1,1939,pierde,Uruguay,0,0.5
1939-02-05,Chile,Ecuador,4,1,Copa América,Lima,Peru,True,2,1939,pierde,Chile,0,0.5
1939-02-12,Ecuador,Paraguay,1,3,Copa América,Lima,Peru,True,2,1939,pierde,Paraguay,0,0.5
1941-02-02,Chile,Ecuador,5,0,Copa América,Santiago,Chile,False,2,1941,pierde,Chile,1,0.0
1941-02-09,Ecuador,Uruguay,0,6,Copa América,Santiago,Chile,True,2,1941,pierde,Uruguay,1,0.0
1941-02-16,Argentina,Ecuador,6,1,Copa América,Santiago,Chile,True,2,1941,pierde,Argentina,0,0.5
1941-02-23,Ecuador,Peru,0,4,Copa América,Santiago,Chile,True,2,1941,pierde,Peru,2,0.0
1942-01-18,Uruguay,Ecuador,7,0,Copa América,Montevideo,Uruguay,False,1,1942,pierde,Uruguay,2,0.0
1942-01-22,Argentina,Ecuador,12,0,Copa América,Montevideo,Uruguay,True,1,1942,pierde,Argentina,1,0.0
1942-01-25,Ecuador,Paraguay,1,3,Copa América,Montevideo,Uruguay,True,1,1942,pierde,Paraguay,1,0.0
1942-01-28,Ecuador,Peru,1,2,Copa América,Montevideo,Uruguay,True,1,1942,pierde,Peru,3,0.0
1942-01-31,Brazil,Ecuador,5,1,Copa América,Montevideo,Uruguay,True,1,1942,pierde,Brazil,0,0.5
1942-02-05,Chile,Ecuador,2,1,Copa América,Montevideo,Uruguay,True,2,1942,pierde,Chile,2,0.0
1945-01-14,Chile,Ecuador,6,3,Copa América,Santiago,Chile,False,1,1945,pierde,Chile,3,0.0
1945-01-24,Ecuador,Uruguay,1,5,Copa América,Santiago,Chile,True,1,1945,pierde,Uruguay,3,0.0
1945-01-31,Argentina,Ecuador,4,2,Copa América,Santiago,Chile,True,1,1945,pierde,Argentina,2,0.0
1945-02-11,Bolivia,Ecuador,0,0,Copa América,Santiago,Chile,True,2,1945,empata,Bolivia,2,0.0
1945-02-18,Colombia,Ecuador,3,1,Copa América,Santiago,Chile,True,2,1945,pierde,Colombia,1,1.0
1945-02-21,Brazil,Ecuador,9,2,Copa América,Santiago,Chile,True,2,1945,pierde,Brazil,1,0.0
1947-11-30,Ecuador,Bolivia,2,2,Copa América,Guayaquil,Ecuador,False,11,1947,empata,Bolivia,3,0.0
1947-12-04,Ecuador,Colombia,0,0,Copa América,Guayaquil,Ecuador,False,12,1947,empata,Colombia,2,0.5
1947-12-11,Ecuador,Chile,0,3,Copa América,Guayaquil,Ecuador,False,12,1947,pierde,Chile,4,0.0
1947-12-16,Ecuador,Uruguay,1,6,Copa América,Guayaquil,Ecuador,False,12,1947,pierde,Uruguay,4,0.0
1947-12-20,Ecuador,Peru,0,0,Copa América,Guayaquil,Ecuador,False,12,1947,empata,Peru,4,0.0
1947-12-25,Ecuador,Argentina,0,2,Copa América,Guayaquil,Ecuador,False,12,1947,pierde,Argentina,3,0.0
1947-12-29,Ecuador,Paraguay,0,4,Copa América,Guayaquil,Ecuador,False,12,1947,pierde,Paraguay,2,0.0
1949-04-03,Brazil,Ecuador,9,1,Copa América,Rio de Janeiro,Brazil,False,4,1949,pierde,Brazil,2,0.0
1949-04-10,Ecuador,Paraguay,0,1,Copa América,Rio de Janeiro,Brazil,True,4,1949,pierde,Paraguay,3,0.0
1949-04-13,Ecuador,Uruguay,2,3,Copa América,Rio de Janeiro,Brazil,True,4,1949,pierde,Uruguay,5,0.0
1949-04-17,Chile,Ecuador,1,0,Copa América,São Paulo,Brazil,True,4,1949,pierde,Chile,5,0.0
1949-04-20,Ecuador,Peru,0,4,Copa América,Rio de Janeiro,Brazil,True,4,1949,pierde,Peru,5,0.0
1949-04-25,Bolivia,Ecuador,2,0,Copa América,São Paulo,Brazil,True,4,1949,pierde,Bolivia,4,0.0
1949-05-03,Colombia,Ecuador,1,4,Copa América,Rio de Janeiro,Brazil,True,5,1949,gana,Colombia,3,0.3333333333333333
1953-02-28,Peru,Ecuador,1,0,Copa América,Lima,Peru,False,2,1953,pierde,Peru,6,0.0
1953-03-04,Ecuador,Paraguay,0,0,Copa América,Lima,Peru,True,3,1953,empata,Paraguay,4,0.0
1953-03-08,Bolivia,Ecuador,1,1,Copa América,Lima,Peru,True,3,1953,empata,Bolivia,5,0.0
1953-03-12,Brazil,Ecuador,2,0,Copa América,Lima,Peru,True,3,1953,pierde,Brazil,3,0.0
1953-03-19,Chile,Ecuador,3,0,Copa América,Lima,Peru,True,3,1953,pierde,Chile,6,0.0
1953-03-23,Ecuador,Uruguay,0,6,Copa América,Lima,Peru,True,3,1953,pierde,Uruguay,6,0.0
1955-02-27,Chile,Ecuador,7,1,Copa América,Santiago,Chile,False,2,1955,pierde,Chile,7,0.0
1955-03-09,Argentina,Ecuador,4,0,Copa América,Santiago,Chile,True,3,1955,pierde,Argentina,4,0.0
1955-03-13,Ecuador,Peru,2,4,Copa América,Santiago,Chile,True,3,1955,pierde,Peru,7,0.0
1955-03-16,Ecuador,Paraguay,0,2,Copa América,Santiago,Chile,True,3,1955,pierde,Paraguay,5,0.0
1955-03-23,Ecuador,Uruguay,1,5,Copa América,Santiago,Chile,True,3,1955,pierde,Uruguay,7,0.0
1957-03-07,Ecuador,Uruguay,2,5,Copa América,Lima,Peru,True,3,1957,pierde,Uruguay,8,0.0
1957-03-10,Peru,Ecuador,2,1,Copa América,Lima,Peru,False,3,1957,pierde,Peru,8,0.0
1957-03-17,Argentina,Ecuador,3,0,Copa América,Lima,Peru,True,3,1957,pierde,Argentina,5,0.0
1957-03-21,Brazil,Ecuador,7,1,Copa América,Lima,Peru,True,3,1957,pierde,Brazil,4,0.0
1957-03-24,Chile,Ecuador,2,2,Copa América,Lima,Peru,True,3,1957,empata,Chile,8,0.0
1957-04-01,Colombia,Ecuador,4,1,Copa América,Lima,Peru,True,4,1957,pierde,Colombia,4,0.5
1959-12-06,Ecuador,Uruguay,0,4,Copa América,Guayaquil,Ecuador,False,12,1959,pierde,Uruguay,9,0.0
1959-12-12,Ecuador,Argentina,1,1,Copa América,Guayaquil,Ecuador,False,12,1959,empata,Argentina,6,0.0
1959-12-19,Ecuador,Brazil,1,3,Copa América,Guayaquil,Ecuador,False,12,1959,pierde,Brazil,5,0.0
1959-12-25,Ecuador,Paraguay,3,1,Copa América,Guayaquil,Ecuador,False,12,1959,gana,Paraguay,6,0.0
1959-12-27,Ecuador,Brazil,1,2,Friendly,Guayaquil,Ecuador,False,12,1959,pierde,Brazil,6,0.0
1960-12-04,Ecuador,Argentina,3,6,FIFA World Cup qualification,Guayaquil,Ecuador,False,12,1960,pierde,Argentina,7,0.0
1960-12-17,Argentina,Ecuador,5,0,FIFA World Cup qualification,Buenos Aires,Argentina,False,12,1960,pierde,Argentina,8,0.0
1963-03-10,Bolivia,Ecuador,4,4,Copa América,La Paz,Bolivia,False,3,1963,empata,Bolivia,6,0.0
1963-03-14,Ecuador,Paraguay,1,3,Copa América,La Paz,Bolivia,True,3,1963,pierde,Paraguay,7,0.14285714285714285
1963-03-17,Ecuador,Peru,1,2,Copa América,La Paz,Bolivia,True,3,1963,pierde,Peru,9,0.0
1963-03-20,Argentina,Ecuador,4,2,Copa América,Cochabamba,Bolivia,True,3,1963,pierde,Argentina,9,0.0
1963-03-27,Brazil,Ecuador,2,2,Copa América,Cochabamba,Bolivia,True,3,1963,empata,Brazil,7,0.0
1963-03-31,Colombia,Ecuador,3,4,Copa América,La Paz,Bolivia,True,3,1963,gana,Colombia,5,0.4
1965-07-20,Colombia,Ecuador,0,1,FIFA World Cup qualification,Barranquilla,Colombia,False,7,1965,gana,Colombia,6,0.5
1965-07-25,Ecuador,Colombia,2,0,FIFA World Cup qualification,Guayaquil,Ecuador,False,7,1965,gana,Colombia,7,0.5714285714285714
1965-08-15,Ecuador,Chile,2,2,FIFA World Cup qualification,Guayaquil,Ecuador,False,8,1965,empata,Chile,9,0.0
1965-08-22,Chile,Ecuador,3,1,FIFA World Cup qualification,Santiago,Chile,False,8,1965,pierde,Chile,10,0.0
1965-10-12,Chile,Ecuador,2,1,FIFA World Cup qualification,Lima,Peru,True,10,1965,pierde,Chile,11,0.0
1966-12-21,Ecuador,Paraguay,2,2,Copa América qualification,Guayaquil,Ecuador,False,12,1966,empata,Paraguay,8,0.125
1966-12-28,Paraguay,Ecuador,3,1,Copa América qualification,Asunción,Paraguay,False,12,1966,pierde,Paraguay,9,0.1111111111111111
1969-06-22,Ecuador,Colombia,4,1,Friendly,Guayaquil,Ecuador,False,6,1969,gana,Colombia,8,0.625
1969-07-06,Ecuador,Uruguay,0,2,FIFA World Cup qualification,Guayaquil,Ecuador,False,7,1969,pierde,Uruguay,10,0.0
1969-07-20,Uruguay,Ecuador,1,0,FIFA World Cup qualification,Montevideo,Uruguay,False,7,1969,pierde,Uruguay,11,0.0
1969-07-27,Chile,Ecuador,4,1,FIFA World Cup qualification,Santiago,Chile,False,7,1969,pierde,Chile,12,0.0
1969-08-03,Ecuador,Chile,1,1,FIFA World Cup qualification,Guayaquil,Ecuador,False,8,1969,empata,Chile,13,0.0
1970-04-29,Mexico,Ecuador,4,2,Friendly,León,Mexico,False,4,1970,pierde,Mexico,0,0.5
1970-05-24,Ecuador,England,0,2,Friendly,Quito,Ecuador,False,5,1970,pierde,England,0,0.5
1972-06-11,Ecuador,Portugal,0,3,Brazil Independence Cup,Natal,Brazil,True,6,1972,pierde,Portugal,0,0.5
1972-06-14,Chile,Ecuador,2,1,Brazil Independence Cup,Natal,Brazil,True,6,1972,pierde,Chile,14,0.0
1972-06-18,Ecuador,Republic of Ireland,2,3,Brazil Independence Cup,Natal,Brazil,True,6,1972,pierde,Republic of Ireland,0,0.5
1972-06-21,Ecuador,Iran,1,1,Brazil Independence Cup,Recife,Brazil,True,6,1972,empata,Iran,0,0.5
1973-02-18,Ecuador,German DR,1,1,Friendly,Quito,Ecuador,False,2,1973,empata,German DR,0,0.5
1973-04-24,Ecuador,Chile,1,1,Friendly,Guayaquil,Ecuador,False,4,1973,empata,Chile,15,0.0
1973-04-29,Bolivia,Ecuador,3,3,Friendly,La Paz,Bolivia,False,4,1973,empata,Bolivia,7,0.0
1973-05-06,Ecuador,Bolivia,0,0,Friendly,Quito,Ecuador,False,5,1973,empata,Bolivia,8,0.0
1973-05-12,Haiti,Ecuador,1,2,Friendly,Port-au-Prince,Haiti,False,5,1973,gana,Haiti,0,0.5
1973-05-15,Haiti,Ecuador,1,0,Friendly,Port-au-Prince,Haiti,False,5,1973,pierde,Haiti,1,1.0
1973-06-21,Colombia,Ecuador,1,1,FIFA World Cup qualification,Bogotá,Colombia,False,6,1973,empata,Colombia,9,0.6666666666666666
1973-06-28,Ecuador,Colombia,1,1,FIFA World Cup qualification,Guayaquil,Ecuador,False,6,1973,empata,Colombia,10,0.6
1973-07-01,Ecuador,Uruguay,1,2,FIFA World Cup qualification,Quito,Ecuador,False,7,1973,pierde,Uruguay,12,0.0
1973-07-08,Uruguay,Ecuador,4,0,FIFA World Cup qualification,Montevideo,Uruguay,False,7,1973,pierde,Uruguay,13,0.0
1975-06-22,Ecuador,Peru,6,0,Friendly,Quito,Ecuador,False,6,1975,gana,Peru,10,0.0
1975-06-25,Ecuador,Peru,1,0,Friendly,Guayaquil,Ecuador,False,6,1975,gana,Peru,11,0.09090909090909091
1975-07-01,Peru,Ecuador,2,0,Friendly,Lima,Peru,False,7,1975,pierde,Peru,12,0.16666666666666666
1975-07-09,Bolivia,Ecuador,1,0,Friendly,Cochabamba,Bolivia,False,7,1975,pierde,Bolivia,9,0.0
1975-07-24,Ecuador,Paraguay,2,2,Copa América,Guayaquil,Ecuador,False,7,1975,empata,Paraguay,10,0.1
1975-07-27,Ecuador,Colombia,1,3,Copa América,Quito,Ecuador,False,7,1975,pierde,Colombia,11,0.5454545454545454
1975-08-07,Colombia,Ecuador,2,0,Copa América,Bogotá,Colombia,False,8,1975,pierde,Colombia,12,0.5
1975-08-10,Paraguay,Ecuador,3,1,Copa América,Asunción,Paraguay,False,8,1975,pierde,Paraguay,11,0.09090909090909091
1976-10-20,Ecuador,Uruguay,2,2,Friendly,Quito,Ecuador,False,10,1976,empata,Uruguay,14,0.0
1977-01-04,Uruguay,Ecuador,1,1,Friendly,Montevideo,Uruguay,False,1,1977,empata,Uruguay,15,0.0
1977-01-09,Paraguay,Ecuador,2,0,Friendly,Asunción,Paraguay,False,1,1977,pierde,Paraguay,12,0.08333333333333333
1977-01-16,Colombia,Ecuador,0,1,Friendly,Bogotá,Colombia,False,1,1977,gana,Colombia,13,0.46153846153846156
1977-01-20,Venezuela,Ecuador,1,0,Friendly,Acarigua,Venezuela,False,1,1977,pierde,Venezuela,1,1.0
1977-01-26,Ecuador,Colombia,4,1,Friendly,Quito,Ecuador,False,1,1977,gana,Colombia,14,0.5
1977-02-13,Ecuador,Paraguay,2,1,Friendly,Quito,Ecuador,False,2,1977,gana,Paraguay,13,0.07692307692307693
1977-02-20,Ecuador,Peru,1,1,FIFA World Cup qualification,Quito,Ecuador,False,2,1977,empata,Peru,13,0.15384615384615385
1977-02-27,Ecuador,Chile,0,1,FIFA World Cup qualification,Guayaquil,Ecuador,False,2,1977,pierde,Chile,16,0.0
1977-03-12,Peru,Ecuador,4,0,FIFA World Cup qualification,Lima,Peru,False,3,1977,pierde,Peru,14,0.14285714285714285
1977-03-20,Chile,Ecuador,3,0,FIFA World Cup qualification,Santiago,Chile,False,3,1977,pierde,Chile,17,0.0
1979-06-13,Chile,Ecuador,0,0,Friendly,Santiago,Chile,False,6,1979,empata,Chile,18,0.0
1979-06-21,Ecuador,Chile,2,1,Friendly,Guayaquil,Ecuador,False,6,1979,gana,Chile,19,0.0
1979-07-11,Peru,Ecuador,2,1,Friendly,Lima,Peru,False,7,1979,pierde,Peru,15,0.13333333333333333
1979-08-08,Ecuador,Peru,2,1,Friendly,Quito,Ecuador,False,8,1979,gana,Peru,16,0.125
1979-08-29,Ecuador,Paraguay,1,2,Copa América,Quito,Ecuador,False,8,1979,pierde,Paraguay,14,0.14285714285714285
1979-09-05,Ecuador,Uruguay,2,1,Copa América,Quito,Ecuador,False,9,1979,gana,Uruguay,16,0.0
1979-09-13,Paraguay,Ecuador,2,0,Copa América,Asunción,Paraguay,False,9,1979,pierde,Paraguay,15,0.13333333333333333
1979-09-16,Uruguay,Ecuador,2,1,Copa América,Montevideo,Uruguay,False,9,1979,pierde,Uruguay,17,0.058823529411764705
1981-01-27,Ecuador,Bulgaria,1,3,Friendly,Quito,Ecuador,False,1,1981,pierde,Bulgaria,0,0.5
1981-02-14,Ecuador,Brazil,0,6,Friendly,Quito,Ecuador,False,2,1981,pierde,Brazil,8,0.0
1981-05-17,Ecuador,Paraguay,1,0,FIFA World Cup qualification,Guayaquil,Ecuador,False,5,1981,gana,Paraguay,16,0.125
1981-05-24,Ecuador,Chile,0,0,FIFA World Cup qualification,Guayaquil,Ecuador,False,5,1981,empata,Chile,20,0.05
1981-05-31,Paraguay,Ecuador,3,1,FIFA World Cup qualification,Asunción,Paraguay,False,5,1981,pierde,Paraguay,17,0.17647058823529413
1981-06-14,Chile,Ecuador,2,0,FIFA World Cup qualification,Santiago,Chile,False,6,1981,pierde,Chile,21,0.047619047619047616
1983-07-26,Ecuador,Colombia,0,0,Friendly,Quito,Ecuador,False,7,1983,empata,Colombia,15,0.5333333333333333
1983-07-29,Colombia,Ecuador,0,0,Friendly,Bogotá,Colombia,False,7,1983,empata,Colombia,16,0.5
1983-08-10,Ecuador,Argentina,2,2,Copa América,Quito,Ecuador,False,8,1983,empata,Argentina,10,0.0
1983-08-17,Ecuador,Brazil,0,1,Copa América,Quito,Ecuador,False,8,1983,pierde,Brazil,9,0.0
1983-09-01,Brazil,Ecuador,5,0,Copa América,Goiânia,Brazil,False,9,1983,pierde,Brazil,10,0.0
1983-09-07,Argentina,Ecuador,2,2,Copa América,Buenos Aires,Argentina,False,9,1983,empata,Argentina,11,0.0
1984-11-30,United States,Ecuador,0,0,Friendly,Hempstead,United States,False,11,1984,empata,United States,0,0.5
1984-12-02,United States,Ecuador,2,2,Friendly,Miami,United States,False,12,1984,empata,United States,1,0.0
1984-12-04,Mexico,Ecuador,3,2,Friendly,Los Angeles,United States,True,12,1984,pierde,Mexico,1,0.0
1984-12-07,Honduras,Ecuador,0,0,Friendly,Tegucigalpa,Honduras,False,12,1984,empata,Honduras,0,0.5
1984-12-09,Guatemala,Ecuador,1,0,Friendly,Guatemala City,Guatemala,False,12,1984,pierde,Guatemala,0,0.5
1984-12-12,El Salvador,Ecuador,0,0,Friendly,San Salvador,El Salvador,False,12,1984,empata,El Salvador,0,0.5
1985-02-06,Ecuador,German DR,2,3,Friendly,Guayaquil,Ecuador,False,2,1985,pierde,German DR,1,0.0
1985-02-10,Ecuador,German DR,3,2,Friendly,Quito,Ecuador,False,2,1985,gana,German DR,2,0.0
1985-02-17,Ecuador,Finland,3,1,Friendly,Ambato,Ecuador,False,2,1985,gana,Finland,0,0.5
1985-02-21,Ecuador,Bolivia,3,0,Friendly,Quito,Ecuador,False,2,1985,gana,Bolivia,10,0.0
1985-03-03,Ecuador,Chile,1,1,FIFA World Cup qualification,Quito,Ecuador,False,3,1985,empata,Chile,22,0.045454545454545456
1985-03-10,Uruguay,Ecuador,2,1,FIFA World Cup qualification,Montevideo,Uruguay,False,3,1985,pierde,Uruguay,18,0.05555555555555555
1985-03-17,Chile,Ecuador,6,2,FIFA World Cup qualification,Santiago,Chile,False,3,1985,pierde,Chile,23,0.043478260869565216
1985-03-21,Peru,Ecuador,1,0,Friendly,Lima,Peru,False,3,1985,pierde,Peru,17,0.17647058823529413
1985-03-31,Ecuador,Uruguay,0,2,FIFA World Cup qualification,Quito,Ecuador,False,3,1985,pierde,Uruguay,19,0.05263157894736842
1987-03-31,Ecuador,Cuba,0,1,Friendly,Machala,Ecuador,False,3,1987,pierde,Cuba,0,0.5
1987-04-02,Ecuador,Cuba,0,0,Friendly,Azogues,Ecuador,False,4,1987,empata,Cuba,1,0.0
1987-06-11,Colombia,Ecuador,1,0,Friendly,Medellín,Colombia,False,6,1987,pierde,Colombia,17,0.47058823529411764
1987-06-14,Ecuador,Colombia,3,0,Friendly,Guayaquil,Ecuador,False,6,1987,gana,Colombia,18,0.4444444444444444
1987-06-19,Uruguay,Ecuador,2,1,Friendly,Montevideo,Uruguay,False,6,1987,pierde,Uruguay,20,0.05
1987-06-21,Brazil,Ecuador,4,1,Friendly,Florianópolis,Brazil,False,6,1987,pierde,Brazil,11,0.0
1987-07-02,Argentina,Ecuador,3,0,Copa América,Buenos Aires,Argentina,False,7,1987,pierde,Argentina,12,0.0
1987-07-04,Peru,Ecuador,1,1,Copa América,Buenos Aires,Argentina,True,7,1987,empata,Peru,18,0.16666666666666666
1988-06-07,United States,Ecuador,0,1,Friendly,Albuquerque,United States,False,6,1988,gana,United States,2,0.0
1988-06-10,United States,Ecuador,0,2,Friendly,Houston,United States,False,6,1988,gana,United States,3,0.3333333333333333
1988-06-12,United States,Ecuador,0,0,Friendly,Fort Worth,United States,False,6,1988,empata,United States,4,0.5
1988-06-15,Honduras,Ecuador,1,1,Friendly,Tegucigalpa,Honduras,False,6,1988,empata,Honduras,1,0.0
1988-06-17,Honduras,Ecuador,0,1,Friendly,Tegucigalpa,Honduras,False,6,1988,gana,Honduras,2,0.0
1988-09-07,Ecuador,Paraguay,1,5,Friendly,Guayaquil,Ecuador,False,9,1988,pierde,Paraguay,18,0.16666666666666666
1988-09-13,Chile,Ecuador,3,1,Friendly,La Serena,Chile,False,9,1988,pierde,Chile,24,0.041666666666666664
1988-09-27,Ecuador,Uruguay,1,2,Friendly,Asunción,Paraguay,True,9,1988,pierde,Uruguay,21,0.047619047619047616
1988-09-29,Chile,Ecuador,0,0,Friendly,Asunción,Paraguay,True,9,1988,empata,Chile,25,0.04
1989-01-29,Ecuador,Chile,1,0,Friendly,Guayaquil,Ecuador,False,1,1989,gana,Chile,26,0.038461538461538464
1989-03-15,Brazil,Ecuador,1,0,Friendly,Cuiabá,Brazil,False,3,1989,pierde,Brazil,12,0.0
1989-04-13,Ecuador,Argentina,2,2,Friendly,Guayaquil,Ecuador,False,4,1989,empata,Argentina,13,0.0
1989-05-03,Uruguay,Ecuador,3,1,Friendly,Montevideo,Uruguay,False,5,1989,pierde,Uruguay,22,0.045454545454545456
1989-05-23,Ecuador,Uruguay,1,1,Friendly,Quito,Ecuador,False,5,1989,empata,Uruguay,23,0.043478260869565216
1989-06-20,Ecuador,Peru,1,2,Friendly,Port of Spain,Trinidad and Tobago,True,6,1989,pierde,Peru,19,0.15789473684210525
1989-07-02,Uruguay,Ecuador,0,1,Copa América,Goiânia,Brazil,True,7,1989,gana,Uruguay,24,0.041666666666666664
1989-07-04,Argentina,Ecuador,0,0,Copa América,Goiânia,Brazil,True,7,1989,empata,Argentina,14,0.0
1989-07-06,Ecuador,Bolivia,0,0,Copa América,Goiânia,Brazil,True,7,1989,empata,Bolivia,11,0.09090909090909091
1989-07-10,Chile,Ecuador,2,1,Copa América,Goiânia,Brazil,True,7,1989,pierde,Chile,27,0.07407407407407407
1989-08-20,Colombia,Ecuador,2,0,FIFA World Cup qualification,Barranquilla,Colombia,False,8,1989,pierde,Colombia,19,0.47368421052631576
1989-09-03,Ecuador,Colombia,0,0,FIFA World Cup qualification,Guayaquil,Ecuador,False,9,1989,empata,Colombia,20,0.45
1989-09-10,Paraguay,Ecuador,2,1,FIFA World Cup qualification,Asunción,Paraguay,False,9,1989,pierde,Paraguay,19,0.15789473684210525
1989-09-24,Ecuador,Paraguay,3,1,FIFA World Cup qualification,Guayaquil,Ecuador,False,9,1989,gana,Paraguay,20,0.15
1991-06-06,Peru,Ecuador,0,1,Friendly,Lima,Peru,False,6,1991,gana,Peru,20,0.15
1991-06-19,Ecuador,Chile,2,1,Friendly,Guayaquil,Ecuador,False,6,1991,gana,Chile,28,0.07142857142857142
1991-06-25,Ecuador,Peru,2,2,Friendly,Guayaquil,Ecuador,False,6,1991,empata,Peru,21,0.19047619047619047
1991-06-30,Chile,Ecuador,3,1,Friendly,Santiago,Chile,False,6,1991,pierde,Chile,29,0.10344827586206896
1991-07-07,Colombia,Ecuador,1,0,Copa América,Valparaíso,Chile,True,7,1991,pierde,Colombia,21,0.42857142857142855
1991-07-09,Ecuador,Uruguay,1,1,Copa América,Viña del Mar,Chile,True,7,1991,empata,Uruguay,25,0.08
1991-07-13,Bolivia,Ecuador,0,4,Copa América,Viña del Mar,Chile,True,7,1991,gana,Bolivia,12,0.08333333333333333
1991-07-15,Brazil,Ecuador,3,1,Copa América,Viña del Mar,Chile,True,7,1991,pierde,Brazil,13,0.0
1992-05-24,Guatemala,Ecuador,1,1,Friendly,Guatemala City,Guatemala,False,5,1992,empata,Guatemala,1,0.0
1992-05-27,Costa Rica,Ecuador,2,1,Friendly,San José,Costa Rica,False,5,1992,pierde,Costa Rica,0,0.5
1992-07-04,Uruguay,Ecuador,3,1,Friendly,Montevideo,Uruguay,False,7,1992,pierde,Uruguay,26,0.07692307692307693
1992-08-06,Ecuador,Costa Rica,1,1,Friendly,Guayaquil,Ecuador,False,8,1992,empata,Costa Rica,1,0.0
1992-11-24,Peru,Ecuador,1,1,Friendly,Lima,Peru,False,11,1992,empata,Peru,22,0.18181818181818182
1993-01-27,Ecuador,Belarus,1,1,Friendly,Guayaquil,Ecuador,False,1,1993,empata,Belarus,0,0.5
1993-01-31,Ecuador,Romania,3,0,Friendly,Guayaquil,Ecuador,False,1,1993,gana,Romania,0,0.5
1993-05-30,Ecuador,Peru,1,0,Friendly,Quito,Ecuador,False,5,1993,gana,Peru,23,0.17391304347826086
1993-06-09,Ecuador,Chile,1,2,Friendly,Quito,Ecuador,False,6,1993,pierde,Chile,30,0.1
1993-06-15,Ecuador,Venezuela,6,1,Copa América,Quito,Ecuador,False,6,1993,gana,Venezuela,2,0.5
1993-06-19,Ecuador,United States,2,0,Copa América,Quito,Ecuador,False,6,1993,gana,United States,5,0.4
1993-06-22,Ecuador,Uruguay,2,1,Copa América,Quito,Ecuador,False,6,1993,gana,Uruguay,27,0.07407407407407407
1993-06-26,Ecuador,Paraguay,3,0,Copa América,Quito,Ecuador,False,6,1993,gana,Paraguay,21,0.19047619047619047
1993-06-30,Ecuador,Mexico,0,2,Copa América,Quito,Ecuador,False,6,1993,pierde,Mexico,2,0.0
1993-07-03,Ecuador,Colombia,0,1,Copa América,Portoviejo,Ecuador,False,7,1993,pierde,Colombia,22,0.4090909090909091
1993-07-18,Ecuador,Brazil,0,0,FIFA World Cup qualification,Guayaquil,Ecuador,False,7,1993,empata,Brazil,14,0.0
1993-08-01,Uruguay,Ecuador,0,0,FIFA World Cup qualification,Montevideo,Uruguay,False,8,1993,empata,Uruguay,28,0.10714285714285714
1993-08-08,Ecuador,Venezuela,5,0,FIFA World Cup qualification,Quito,Ecuador,False,8,1993,gana,Venezuela,3,0.6666666666666666
1993-08-15,Bolivia,Ecuador,1,0,FIFA World Cup qualification,La Paz,Bolivia,False,8,1993,pierde,Bolivia,13,0.15384615384615385
1993-08-22,Brazil,Ecuador,2,0,FIFA World Cup qualification,São Paulo,Brazil,False,8,1993,pierde,Brazil,15,0.0
1993-09-05,Ecuador,Uruguay,0,1,FIFA World Cup qualification,Guayaquil,Ecuador,False,9,1993,pierde,Uruguay,29,0.10344827586206896
1993-09-12,Venezuela,Ecuador,2,1,FIFA World Cup qualification,Puerto Ordaz,Venezuela,False,9,1993,pierde,Venezuela,4,0.75
1993-09-19,Ecuador,Bolivia,1,1,FIFA World Cup qualification,Guayaquil,Ecuador,False,9,1993,empata,Bolivia,14,0.14285714285714285
1994-05-25,Ecuador,Argentina,1,0,Friendly,Guayaquil,Ecuador,False,5,1994,gana,Argentina,15,0.0
1994-06-05,Ecuador,South Korea,2,1,Friendly,Wakefield,United States,True,6,1994,gana,South Korea,0,0.5
1994-08-17,Peru,Ecuador,2,0,Friendly,Lima,Peru,False,8,1994,pierde,Peru,24,0.20833333333333334
1994-09-21,Ecuador,Peru,0,0,Friendly,Machala,Ecuador,False,9,1994,empata,Peru,25,0.2
1995-05-24,Ecuador,Scotland,1,2,Kirin Cup,Toyama,Japan,True,5,1995,pierde,Scotland,0,0.5
1995-05-28,Japan,Ecuador,3,0,Kirin Cup,Tokyo,Japan,False,5,1995,pierde,Japan,0,0.5
1995-06-04,Ecuador,Zambia,4,1,Korea Cup,Changwon,South Korea,True,6,1995,gana,Zambia,0,0.5
1995-06-10,Costa Rica,Ecuador,1,2,Korea Cup,Seoul,South Korea,True,6,1995,gana,Costa Rica,2,0.0
1995-06-12,Ecuador,Zambia,1,0,Korea Cup,Seoul,South Korea,True,6,1995,gana,Zambia,1,1.0
1995-06-30,Paraguay,Ecuador,1,0,Friendly,Asunción,Paraguay,False,6,1995,pierde,Paraguay,22,0.22727272727272727
